s#,sname,sex,height,bdate,dorm
37063895,耿嘉和,男,1.64,2005-11-21,东 4 舍 812
31901073,吴楚菱,女,1.61,2005-12-21,东 17 舍 410
19835210,文若翰,男,1.7,2007-03-22,西 13 舍 619
21973633,彭庆星,男,1.77,2004-03-29,西 20 舍 102
38927240,苏彤,男,1.93,2002-06-28,东 18 舍 102
10846366,陈鸣哲,男,1.62,2004-02-05,西 18 舍 612
34509977,熊齐,男,1.77,2005-08-27,东 12 舍 422
17777288,农顺远,男,1.78,2005-10-22,东 7 舍 612
42312213,陈俏,女,1.68,2004-08-15,西 14 舍 705
14193721,秦芷雨,女,1.6,2004-11-23,东 17 舍 213
34973579,赵致,男,1.75,2007-02-17,西 21 舍 230
11697809,吴博罗,男,1.82,2003-10-06,西 19 舍 321
25253637,高文芝,女,1.71,2006-03-06,东 16 舍 108
33262101,蒋泽明,男,1.76,2004-11-28,西 22 舍 819
39833508,朱芷丽,女,1.72,2007-04-06,西 8 舍 619
47816984,孙楚菱,女,1.61,2006-12-06,东 15 舍 419
24098749,李嘉和,男,1.69,2004-07-06,西 4 舍 628
18078909,朱瑞若,男,1.8,2003-04-08,东 13 舍 513
37103809,丘昭美,女,1.6,2005-06-20,东 9 舍 312
20839582,林文妮,女,1.62,2003-02-10,东 24 舍 503
40972690,黄红,女,1.73,2006-02-03,西 1 舍 601
48633356,薛莉菲,女,1.57,2002-10-07,西 20 舍 707
30793611,柳晴茹,女,1.57,2007-01-17,西 17 舍 105
41503483,贾保,男,1.72,2002-11-25,东 15 舍 507
29250727,郭克,男,1.74,2004-04-08,西 2 舍 218
21578766,郭荷,女,1.66,2006-11-25,东 4 舍 328
21449064,王青波,女,1.65,2003-11-26,东 22 舍 428
19408709,戴歆,女,1.66,2004-10-15,东 7 舍 702
29519848,刘璇兰,女,1.65,2005-09-05,西 18 舍 805
26345795,李梁,男,1.85,2005-10-04,东 8 舍 202
20388683,刘林,男,1.66,2003-02-08,西 20 舍 815
17858090,甯偌瑾,女,1.49,2006-11-08,西 3 舍 313
41891444,李昊惟,男,1.86,2007-01-05,西 10 舍 814
19861273,杨博罗,男,1.79,2006-06-02,西 4 舍 815
49998255,李文妮,女,1.67,2006-07-20,西 21 舍 415
14842746,吴醉,女,1.64,2007-03-22,西 3 舍 508
19597405,杨自昊,男,1.64,2006-03-02,西 24 舍 426
16202979,李泽若,男,1.74,2004-11-09,西 13 舍 303
47710287,叶觅蕴,女,1.55,2006-10-08,东 18 舍 607
25013501,丁明泉,男,1.8,2007-03-13,西 21 舍 122
36902535,董宛霞,女,1.57,2005-12-28,西 20 舍 315
41679346,江林灏,男,1.73,2002-10-30,东 22 舍 128
43538211,郝然,女,1.6,2006-02-10,东 17 舍 103
19048631,周宛霞,女,1.5,2006-01-20,东 7 舍 725
25575710,刘松芬,女,1.66,2003-01-25,东 21 舍 415
15997898,徐滨义,男,1.76,2004-06-09,东 2 舍 619
18348892,张宛霞,女,1.59,2002-07-16,东 17 舍 230
27668439,王宛晴,女,1.57,2002-08-16,西 24 舍 617
33475862,刘君启,男,1.67,2005-02-07,东 9 舍 225
12833597,秦祯卓,男,1.85,2006-08-11,东 15 舍 715
31634023,雷雪菡,女,1.59,2006-05-31,西 14 舍 523
18744965,吴庆星,男,1.64,2005-09-21,东 14 舍 420
24437393,杨胜,男,1.77,2003-09-27,东 5 舍 523
15402522,查清深,男,1.73,2003-05-27,东 21 舍 517
18798080,白文妮,女,1.59,2003-01-29,东 7 舍 120
14304608,白文峥,男,1.73,2006-11-30,东 1 舍 122
15046585,庞楚菱,女,1.74,2002-06-07,西 9 舍 722
19239875,丁颔,男,1.76,2004-08-18,东 13 舍 415
27885639,赖秉雄,男,1.66,2005-03-17,西 24 舍 321
14967888,李依清,女,1.57,2005-03-09,西 24 舍 327
47065462,周雁楚,女,1.59,2005-11-13,西 5 舍 416
33253561,高杉哲,男,1.77,2004-07-03,东 6 舍 524
10538550,陈彦,女,1.61,2004-10-07,西 20 舍 502
11439685,杨锋玮,男,1.84,2007-03-05,西 5 舍 606
34389523,吴泽明,男,1.77,2003-10-14,东 3 舍 309
41495870,霍奕宗,男,1.78,2004-10-26,东 4 舍 227
31019540,王雁,女,1.62,2007-04-08,东 19 舍 417
31893514,张楚悦,女,1.68,2003-12-22,东 5 舍 621
24206045,段嘉茵,女,1.66,2007-05-02,西 9 舍 321
39680125,甯昂,男,1.7,2006-10-25,东 1 舍 508
43851394,萧炎,男,1.76,2007-02-24,东 21 舍 414
48108579,鲁昕霏,女,1.7,2003-03-02,东 15 舍 729
18962422,孙竽磊,男,1.66,2006-04-08,东 20 舍 216
32359300,刘晴茹,女,1.67,2004-11-23,东 24 舍 107
33242498,郝溪,男,1.77,2005-03-27,西 5 舍 720
31188153,黄希嫣,女,1.59,2003-02-09,东 23 舍 421
19203600,张浩泽,男,1.72,2006-06-03,东 2 舍 620
27346564,沈泽明,男,1.89,2006-11-05,西 3 舍 306
16697834,贺庆星,男,1.83,2002-10-09,东 20 舍 316
48056302,王素卿,女,1.59,2002-10-15,西 3 舍 429
39961194,成坤灵,男,1.79,2005-11-18,西 24 舍 104
11470785,易承彬,男,1.78,2005-12-06,西 15 舍 516
49105396,李姝钰,女,1.61,2005-08-30,东 15 舍 310
36736261,倪源泽,男,1.77,2004-02-03,西 12 舍 124
19409810,郭瑷,女,1.61,2004-02-27,西 13 舍 603
25965172,连佳,女,1.59,2003-07-04,东 10 舍 215
32468614,贺然,女,1.65,2004-02-28,东 8 舍 527
22375962,周承文,男,1.84,2004-11-22,西 21 舍 413
30478690,张滨义,男,1.71,2004-07-17,西 4 舍 409
21292419,朱锋玮,男,1.61,2004-12-22,西 3 舍 608
41674482,苏君启,男,1.66,2003-12-16,西 19 舍 801
39839995,李衍,男,1.6,2003-08-08,东 6 舍 802
40017831,于芷丽,女,1.6,2005-04-03,东 1 舍 819
48908953,胡偌瑾,女,1.6,2002-08-30,西 11 舍 614
12573303,陈文妮,女,1.64,2006-02-16,西 10 舍 228
41514290,萧亦茂,男,1.73,2002-11-14,东 20 舍 804
45606813,曹昊惟,男,1.82,2002-05-14,西 22 舍 308
47621617,梁宛晴,女,1.58,2005-06-06,西 14 舍 227
35814165,夏文芸,女,1.67,2002-06-10,西 6 舍 427
35356604,刘兰璇,女,1.63,2002-07-31,西 6 舍 819
44009599,杨理,男,1.76,2004-02-21,东 14 舍 206
18952396,张丹华,女,1.52,2002-10-24,东 6 舍 814
10230519,曹丹华,女,1.5,2002-08-07,西 13 舍 127
20924088,张云诺,男,1.72,2005-06-02,东 6 舍 424
29451857,王坤灵,男,1.75,2003-07-16,西 8 舍 719
40232700,曾彦,男,1.78,2005-11-22,西 4 舍 515
44412244,吉舒瑾,女,1.63,2007-01-18,西 17 舍 510
27738825,沈姝,女,1.58,2003-09-08,西 22 舍 722
16111632,刘良清,男,1.77,2002-07-18,西 7 舍 328
41667882,许颔,男,1.75,2002-06-07,东 5 舍 709
28671174,梁秦恒,男,1.7,2004-09-06,西 20 舍 409
28570420,林文芸,女,1.67,2004-06-09,东 12 舍 203
24839714,周奕宗,男,1.81,2003-11-02,西 6 舍 118
21925239,梁林灏,男,1.81,2003-04-04,西 7 舍 410
34821796,杨尔楚,女,1.59,2004-05-31,西 8 舍 615
11384533,李冬,女,1.58,2003-03-16,西 24 舍 820
43081773,杨泽若,男,1.75,2005-05-05,东 13 舍 423
19630308,郑鸣哲,男,1.66,2004-08-01,东 22 舍 806
12060383,方畅裕,男,1.77,2006-04-05,东 6 舍 204
31915705,曾希嫣,女,1.63,2004-01-19,东 12 舍 206
20125280,曹万,女,1.57,2005-07-03,东 6 舍 725
24026185,韩奕宗,男,1.79,2006-04-12,西 24 舍 127
41950821,李枫宁,女,1.56,2006-02-25,东 21 舍 206
42483440,刘荷菲,女,1.52,2003-12-21,东 5 舍 501
12050653,赵诚,男,1.83,2006-04-10,西 15 舍 108
44472981,李芷蕊,女,1.56,2005-05-17,西 15 舍 620
42276246,胡顺远,男,1.74,2004-10-28,东 10 舍 609
17143974,蓝充,男,1.74,2005-07-02,西 11 舍 326
27022658,陈纹窈,女,1.59,2003-02-06,东 22 舍 222
30674321,邹蕴,女,1.58,2003-01-12,东 9 舍 820
42989030,马思杉,男,1.71,2003-11-17,西 22 舍 121
29813173,陈雅惠,女,1.59,2004-04-25,西 14 舍 718
19891064,桂文峥,男,1.7,2003-01-10,西 19 舍 602
11131578,王嘉茵,女,1.72,2006-06-15,东 15 舍 226
15316090,韦文峥,男,1.79,2006-11-29,西 17 舍 409
20101356,孙溯,男,1.78,2006-10-11,西 13 舍 611
35268568,申清滢,女,1.63,2006-05-22,西 4 舍 610
17246275,范姝钰,女,1.67,2005-05-06,东 7 舍 525
42234206,王佳禾,女,1.58,2006-03-15,东 18 舍 224
25777709,甘敏,女,1.54,2007-03-31,西 11 舍 115
41349673,练枫宁,女,1.65,2004-03-01,西 9 舍 518
16006774,曹畅裕,男,1.92,2003-04-16,西 17 舍 610
39547612,冉泰骞,男,1.85,2003-07-12,东 17 舍 209
33230956,王芷雨,女,1.65,2007-02-07,西 5 舍 709
12971397,翁秉雄,男,1.71,2006-03-30,东 8 舍 321
18484171,盛珅南,男,1.75,2005-06-22,东 9 舍 519
44943113,赵仑,男,1.76,2003-01-13,西 21 舍 709
35384061,谭秦恒,男,1.74,2005-04-14,西 3 舍 510
39789460,余泽明,男,1.73,2003-06-03,西 6 舍 617
14825999,高松芬,女,1.67,2007-04-10,西 18 舍 428
28909509,张蕴宁,女,1.66,2007-01-10,西 5 舍 204
45168083,梁偌瑾,女,1.67,2002-06-12,东 2 舍 206
49800903,阎浦宇,男,1.78,2004-05-01,东 9 舍 426
10771960,叶铃,女,1.7,2006-01-14,西 4 舍 602
19529602,石琪纯,女,1.6,2006-01-09,东 6 舍 114
15053194,胡良清,男,1.78,2002-12-21,西 1 舍 502
33404535,周文峥,男,1.77,2007-01-28,东 15 舍 222
28459424,李杉哲,男,1.71,2004-09-27,西 22 舍 301
26844247,裴朕,男,1.69,2004-01-30,东 2 舍 109
24898632,冯卓,女,1.67,2002-11-11,西 23 舍 629
38472872,黄书琴,女,1.6,2005-09-01,东 6 舍 413
39459693,杨怡芬,女,1.59,2006-08-08,西 5 舍 803
46496004,徐晴茹,女,1.59,2003-10-25,西 20 舍 606
46989917,吴文妮,女,1.69,2002-06-24,西 23 舍 804
45769278,王佳禾,女,1.7,2002-06-03,西 16 舍 208
30358646,孙雅妙,女,1.71,2002-07-25,东 18 舍 125
18254665,赵书琴,女,1.71,2003-07-05,西 19 舍 509
41225765,李琪纯,女,1.71,2004-11-14,东 8 舍 413
19164718,李菁,女,1.67,2003-06-17,东 18 舍 810
25416513,杨筱,女,1.66,2005-09-30,西 10 舍 617
14491495,魏书琴,女,1.54,2004-08-05,西 5 舍 617
36239213,奚清深,男,1.78,2004-03-29,东 3 舍 226
12819495,洪琴,女,1.68,2004-06-25,西 15 舍 305
11936353,彭瑞若,男,1.87,2003-10-01,东 20 舍 316
44706943,潘君,女,1.51,2005-05-07,西 13 舍 202
26475089,赵海,女,1.54,2005-12-31,东 14 舍 721
45853796,丁坤灵,男,1.73,2006-06-02,东 2 舍 104
49985506,安籁,女,1.49,2007-02-23,东 20 舍 524
48770486,孙良清,男,1.79,2005-08-06,西 10 舍 508
46607647,许俯,男,1.65,2007-02-07,西 1 舍 721
48421358,李熙岩,男,1.78,2006-11-27,西 5 舍 414
10264728,龙安,女,1.74,2002-08-23,东 6 舍 707
27284634,陆枫宁,女,1.66,2003-03-22,东 16 舍 718
18626305,李德东,男,1.65,2004-01-04,西 21 舍 520
46590716,宋纪,男,1.75,2006-11-11,东 11 舍 430
27224377,黄茂,男,1.82,2005-01-14,西 6 舍 403
25736641,吴清媛,女,1.63,2002-12-30,西 2 舍 708
44371887,谢若,女,1.62,2006-06-25,东 22 舍 401
42689026,黄锋玮,男,1.81,2002-08-24,西 6 舍 422
20000371,薛夏怡,女,1.69,2006-10-15,西 6 舍 325
17381673,王泉,男,1.88,2004-06-17,西 15 舍 305
21794511,王森,男,1.81,2004-02-03,东 2 舍 720
30545806,曾君,男,1.62,2007-02-22,西 18 舍 503
32875458,杨舒志,男,1.69,2002-05-14,西 1 舍 202
29541663,周时,男,1.72,2006-06-05,东 2 舍 327
39169864,张铸,男,1.84,2004-04-07,西 13 舍 328
22863666,张君,女,1.62,2003-07-11,东 12 舍 330
24092742,曾熙岩,男,1.75,2002-11-01,东 19 舍 623
16022713,杨雅妙,女,1.64,2005-01-31,东 24 舍 724
17105897,林慕鸿,男,1.75,2004-12-26,东 4 舍 322
40388183,姚筱羽,女,1.6,2006-04-23,东 8 舍 125
24759015,周嘉仪,女,1.63,2006-10-03,东 5 舍 519
39954081,郭永茂,男,1.7,2005-04-19,东 21 舍 413
32360555,郑雅惠,女,1.62,2003-01-14,西 8 舍 315
11421582,陈超,男,1.85,2006-09-02,西 3 舍 624
20371108,刘康,男,1.73,2006-12-31,西 10 舍 326
26547225,曾芹,女,1.74,2004-02-04,西 6 舍 402
29307538,陈雪菡,女,1.67,2003-10-15,西 18 舍 722
37757286,林示,男,1.86,2003-01-21,西 19 舍 609
24919338,杨德东,男,1.71,2004-10-08,西 3 舍 202
30145212,傅蕴,女,1.53,2005-03-31,西 12 舍 320
24420966,孟舒瑾,女,1.73,2003-04-05,西 7 舍 529
27069079,李叶,女,1.71,2002-12-25,西 7 舍 504
24671350,韩依梅,女,1.68,2006-03-16,东 14 舍 228
30045868,周秦齐,男,1.71,2004-12-30,东 7 舍 725
44199190,王文芝,女,1.73,2006-08-24,西 10 舍 217
24931175,路铭锵,男,1.71,2006-10-25,东 11 舍 723
34986687,阎晏,男,1.78,2006-06-22,西 10 舍 801
43233683,周昊惟,男,1.65,2002-11-05,西 13 舍 729
14063087,陈畅裕,男,1.75,2003-07-07,西 19 舍 117
38609167,于泽元,男,1.69,2005-07-31,东 17 舍 704
11078939,杜嘉茵,女,1.6,2004-08-11,西 5 舍 403
43290694,徐兰璇,女,1.6,2004-03-16,东 8 舍 125
40868296,吴明泉,男,1.6,2003-02-05,东 2 舍 709
42401999,邬亨,男,1.7,2004-10-23,东 11 舍 808
38005396,杨晴茹,女,1.56,2003-05-28,西 1 舍 420
29697954,田丹华,女,1.58,2006-12-01,西 3 舍 225
44979825,尹祯卓,男,1.82,2005-03-21,东 14 舍 210
27370407,高征风,男,1.56,2002-05-20,西 19 舍 807
10384979,聂秉雄,男,1.72,2006-05-19,西 14 舍 706
28884894,罗纹珊,女,1.72,2004-01-22,东 21 舍 625
40110061,叶锋玮,男,1.69,2003-08-22,东 11 舍 517
31756410,罗圣晨,男,1.77,2004-08-24,西 3 舍 209
48093924,黄蝶,女,1.7,2006-02-05,东 19 舍 216
48107258,梅忆狄,男,1.74,2002-10-25,西 3 舍 330
28919153,李雄,男,1.64,2007-03-16,西 14 舍 415
14895139,何雁楚,女,1.6,2002-06-24,东 7 舍 323
43822529,祁楚悦,女,1.61,2006-01-26,西 11 舍 809
40652238,施社,男,1.71,2004-09-03,东 16 舍 119
46025659,孔博罗,男,1.71,2003-11-07,东 10 舍 318
45912234,唐希嫣,女,1.61,2005-04-11,东 23 舍 305
21770451,贺云诺,男,1.72,2004-06-09,东 21 舍 416
13694544,王昕霏,女,1.58,2004-05-31,西 5 舍 518
14197708,任豪,男,1.72,2006-04-19,东 5 舍 217
34902897,陈昊惟,男,1.71,2005-06-02,东 22 舍 628
36338462,张泽商,男,1.66,2005-06-12,西 9 舍 730
42874872,柯煊,女,1.61,2002-08-06,西 24 舍 714
35890798,蓝博罗,男,1.75,2006-09-22,东 8 舍 810
23618923,孙姝钰,女,1.65,2004-12-07,东 12 舍 205
22571381,任钢,男,1.72,2006-05-30,西 1 舍 617
41987217,毛慕巧,女,1.61,2003-02-24,西 14 舍 325
39622397,梁雅惠,女,1.73,2005-09-09,西 12 舍 723
45007354,王濮,男,1.78,2002-08-11,西 6 舍 323
41169358,江信霖,男,1.8,2005-01-08,西 23 舍 622
49132142,郑亦茂,男,1.78,2006-04-28,西 21 舍 205
46206072,冯茂彦,男,1.78,2005-04-15,东 17 舍 719
42002417,王蕴,女,1.5,2003-04-18,东 11 舍 322
27573905,徐铭锵,男,1.97,2002-05-17,西 14 舍 824
11293275,高素卿,女,1.59,2006-06-24,西 22 舍 205
46150015,陈枫宁,女,1.69,2006-10-03,东 19 舍 110
25960098,文迈,男,1.79,2002-10-25,东 7 舍 223
32136207,张维,女,1.6,2005-09-11,西 7 舍 108
14936423,齐畅裕,男,1.67,2003-11-28,西 22 舍 327
47457684,周楚悦,女,1.63,2005-10-02,西 13 舍 809
14094146,蓝杰,男,1.8,2005-04-10,东 7 舍 816
22806275,武歆,女,1.56,2007-04-10,西 15 舍 706
35008835,陆荷菲,女,1.45,2006-12-21,东 19 舍 509
37268638,孙嘉仪,女,1.61,2006-02-17,西 3 舍 115
17808430,郝庆,男,1.76,2003-02-21,东 6 舍 310
13809526,陈婉慧,女,1.62,2004-05-09,东 2 舍 805
12922460,王劭,男,1.86,2005-12-15,东 19 舍 119
21089589,叶怡芬,女,1.7,2006-10-21,西 16 舍 627
29660280,杨碧恬,女,1.65,2004-11-01,西 9 舍 710
39798686,路雅妙,女,1.7,2005-12-05,东 3 舍 529
11408339,胡永茂,男,1.83,2005-12-10,西 9 舍 524
47439533,刘烨,男,1.74,2005-06-20,东 20 舍 128
34126299,瞿慕巧,女,1.68,2005-09-23,西 8 舍 630
30496446,刘枫宁,女,1.63,2004-05-22,西 22 舍 407
39688507,何浦宇,男,1.85,2004-03-28,东 20 舍 428
45564031,贺慕鸿,男,1.79,2004-05-16,西 22 舍 818
10030715,唐嘉和,男,1.74,2002-09-07,东 22 舍 804
12886943,陈兰璇,女,1.65,2002-06-11,东 3 舍 614
34675958,梁泽商,男,1.79,2004-05-19,东 6 舍 212
40946337,李劭,男,1.91,2005-01-25,东 18 舍 207
18597872,郭昊惟,男,1.79,2006-07-29,西 14 舍 611
12598547,周坤灵,男,1.77,2002-11-23,东 14 舍 303
16819357,杨滨义,男,1.63,2005-01-10,东 15 舍 621
34374494,陈承文,男,1.64,2006-01-03,西 15 舍 115
13056289,吴婉慧,女,1.7,2003-10-04,西 1 舍 208
41676398,杨青波,女,1.69,2004-05-30,西 20 舍 401
40158260,张彦,男,1.81,2006-06-22,东 6 舍 829
39913794,周皓润,男,1.72,2002-08-17,西 3 舍 119
29767133,郑泽明,男,1.7,2005-09-09,东 12 舍 629
14314068,邹晨纶,男,1.91,2005-11-08,东 24 舍 114
32374277,丁超,女,1.56,2006-06-26,西 11 舍 528
48852327,刘筱羽,女,1.46,2005-12-24,西 5 舍 826
49475625,陈亭,男,1.64,2003-07-22,西 18 舍 608
25159049,李维,女,1.72,2004-01-26,东 18 舍 124
10362783,田思杉,男,1.77,2005-06-06,东 21 舍 130
18822588,郑素卿,女,1.63,2004-01-06,东 19 舍 520
32793394,吴自昊,男,1.81,2004-10-20,东 19 舍 721
27242738,章纹窈,女,1.74,2002-05-20,西 9 舍 818
35329886,张芷雨,女,1.67,2006-07-27,西 11 舍 725
38152690,楼琪纯,女,1.61,2005-11-11,西 4 舍 215
30715991,傅云诺,男,1.75,2005-06-14,西 7 舍 303
48714001,孙晴,女,1.62,2003-05-17,东 14 舍 629
27544200,李偌瑾,女,1.67,2007-02-01,东 8 舍 602
17684692,刘秋,女,1.63,2003-02-03,西 12 舍 603
48324244,白信霖,男,1.76,2005-12-17,西 1 舍 502
26318170,林珑,男,1.84,2003-06-30,西 20 舍 306
46806571,刘嘉和,男,1.8,2006-03-25,西 2 舍 601
35435123,周瑎,男,1.61,2006-10-06,西 10 舍 226
47333205,宋文峥,男,1.87,2004-09-03,东 18 舍 616
42004876,王浦宇,男,1.89,2002-06-06,东 6 舍 212
14049101,丘萱,女,1.67,2004-04-07,西 22 舍 413
24379243,文霆,男,1.71,2006-03-26,东 10 舍 108
30549610,刘源泽,男,1.83,2002-11-18,西 16 舍 413
46975653,张灏风,男,1.78,2003-06-16,东 6 舍 524
33125817,曾婉慧,女,1.54,2006-08-27,东 9 舍 819
48131588,朱卓,男,1.88,2006-02-01,西 15 舍 319
10240438,朱瑜,女,1.59,2006-08-15,西 1 舍 824
22619884,李博罗,男,1.78,2005-09-03,东 24 舍 106
33165258,杨崇,男,1.66,2003-05-16,东 18 舍 712
40731377,温滨义,男,1.71,2003-05-10,东 3 舍 111
40389809,刘枫宁,女,1.64,2004-05-23,西 4 舍 701
40249739,杨万信,男,1.68,2002-08-09,西 16 舍 718
18073965,郑梁,男,1.68,2005-10-12,西 23 舍 801
15953640,聂枫宁,女,1.57,2005-07-16,东 1 舍 301
23373188,杨晴茹,女,1.62,2006-09-09,东 21 舍 414
30816383,陈林灏,男,1.64,2006-01-13,东 6 舍 723
40479864,张媛倚,女,1.55,2003-05-26,东 19 舍 129
25377924,袁宸,女,1.52,2006-04-17,西 14 舍 211
34738627,柳昊惟,男,1.63,2007-01-30,东 15 舍 517
25477004,伍妮,女,1.62,2002-10-20,东 5 舍 229
39683850,万永茂,男,1.71,2006-03-03,东 9 舍 221
48820522,王昕霏,女,1.66,2002-12-07,西 13 舍 414
38849974,余灏风,男,1.77,2005-12-24,东 6 舍 426
13079282,王博罗,男,1.63,2006-07-14,西 1 舍 623
45314739,周晨,女,1.7,2003-07-05,西 22 舍 124
26980488,郑芷蕊,女,1.68,2002-06-23,东 5 舍 302
25367840,潘德东,男,1.66,2006-05-12,东 22 舍 404
12046292,赵秦恒,男,1.67,2006-03-31,西 20 舍 511
24731115,王眉,女,1.69,2005-04-14,西 4 舍 722
22055167,丘青熙,女,1.63,2005-12-04,西 21 舍 520
25616147,王莉菲,女,1.61,2005-02-23,西 18 舍 101
39566896,张夏怡,女,1.67,2004-03-17,西 4 舍 801
24204319,贾素卿,女,1.59,2004-03-02,西 17 舍 214
23689001,孙兰璇,女,1.59,2004-06-15,西 10 舍 720
20746342,杨忆狄,男,1.8,2005-10-18,东 23 舍 701
43681117,王青熙,女,1.6,2004-05-13,东 10 舍 317
10782610,史涛,男,1.73,2006-11-25,西 12 舍 530
47403603,刘楚悦,女,1.45,2003-02-26,西 7 舍 601
38642444,骆文峥,男,1.81,2006-10-14,西 5 舍 718
38708321,张素卿,女,1.62,2006-10-04,西 11 舍 522
27420949,李蒨,女,1.62,2005-03-10,东 1 舍 116
23342077,王梓,女,1.62,2006-11-17,西 15 舍 115
21357512,刘香,女,1.72,2007-05-01,西 15 舍 215
34725483,王依彤,女,1.63,2003-08-07,西 17 舍 701
26683482,杨筱羽,女,1.79,2006-06-18,东 16 舍 315
12666914,朱筱,女,1.55,2002-08-10,东 3 舍 827
19749624,王玮,男,1.74,2002-10-18,西 15 舍 104
28667958,陈松芬,女,1.6,2003-06-09,东 18 舍 710
43433392,屈庆星,男,1.85,2006-07-31,东 17 舍 816
24451578,戴冠,男,1.74,2004-02-19,西 7 舍 701
37024356,张楚菱,女,1.58,2003-10-17,东 19 舍 428
15921106,胡承文,男,1.77,2002-07-22,西 2 舍 429
38953420,马依清,女,1.59,2006-10-15,西 19 舍 801
21410051,刘博罗,男,1.69,2006-07-02,东 22 舍 412
42020788,刘奕,女,1.52,2004-08-17,西 23 舍 204
46348095,杜博罗,男,1.73,2002-08-07,西 17 舍 327
20644317,张青波,女,1.73,2004-11-05,东 18 舍 729
14699333,杨怡芬,女,1.73,2005-06-12,东 19 舍 130
29934440,刘莉菲,女,1.66,2006-08-22,西 5 舍 429
23283563,林佑,男,1.79,2003-01-05,东 23 舍 612
41148394,侯瑞若,男,1.72,2005-05-24,东 4 舍 614
14573363,于珅南,男,1.79,2004-11-02,西 4 舍 516
17651696,段坤灵,男,1.65,2002-07-22,西 14 舍 128
49548033,柴慕鸿,男,1.77,2005-04-04,东 1 舍 526
39598833,李登,男,1.73,2005-12-14,东 7 舍 115
38027567,周征风,男,1.82,2006-03-12,东 13 舍 303
48874705,杨芷蕊,女,1.65,2005-04-24,西 4 舍 406
44709091,张琪纯,女,1.67,2003-01-17,西 21 舍 703
22389548,朱昭美,女,1.59,2007-04-11,东 7 舍 822
37726824,郭泰骞,男,1.73,2005-01-26,东 19 舍 615
30805769,刘泰骞,男,1.79,2003-04-28,西 2 舍 420
36802681,吴自昊,男,1.81,2005-05-17,东 18 舍 228
35025057,王晨纶,男,1.73,2003-12-07,东 1 舍 202
38182012,张友,男,1.76,2006-09-06,东 4 舍 513
12117978,周莉菲,女,1.63,2006-03-14,东 24 舍 116
14487822,刘坤灵,男,1.76,2003-08-25,西 17 舍 213
42943468,麻泽商,男,1.73,2007-02-06,西 8 舍 516
37455006,韦慕巧,女,1.65,2003-01-04,东 6 舍 619
23435909,赵泰骞,男,1.64,2004-11-20,东 18 舍 101
25387640,张珠,女,1.71,2004-06-14,西 18 舍 601
40225818,冯岑,男,1.7,2005-06-15,东 24 舍 110
47537981,周纹窈,女,1.52,2005-12-25,东 9 舍 409
34107002,陈灏风,男,1.68,2005-06-16,东 6 舍 712
31128236,曾冬,女,1.65,2003-05-28,西 22 舍 627
20735975,王文芝,女,1.63,2003-02-08,西 10 舍 211
13144392,沈晴茹,女,1.64,2004-10-24,东 16 舍 821
22490416,李泰骞,男,1.9,2003-04-20,西 12 舍 330
43975993,王凯泽,男,1.77,2004-06-24,东 12 舍 829
13764776,谢卿,男,1.9,2002-06-25,东 13 舍 310
20206356,刘纹珊,女,1.73,2005-02-17,东 20 舍 814
30404427,吴依清,女,1.68,2005-03-25,西 14 舍 814
15106650,余信霖,男,1.71,2004-06-05,西 9 舍 530
41133842,丁文妮,女,1.69,2003-11-27,西 19 舍 706
27476442,锺涵,男,1.88,2005-03-18,东 3 舍 515
36812927,刘秦恒,男,1.6,2007-03-16,东 14 舍 207
42573578,尤杉哲,男,1.84,2005-07-28,东 21 舍 726
36372769,李祯卓,男,1.75,2006-03-04,东 23 舍 427
12697368,李灏风,男,1.94,2004-11-18,西 11 舍 724
34025441,王旭平,男,1.78,2006-07-07,东 14 舍 108
14606081,潘明泉,男,1.8,2005-05-02,西 12 舍 205
35920237,张清媛,女,1.56,2006-01-14,东 1 舍 826
33359405,朱奕宗,男,1.8,2004-04-10,东 9 舍 509
47837029,雷依清,女,1.59,2005-02-02,西 7 舍 702
40996695,杨亦茂,男,1.73,2005-12-23,东 23 舍 526
26797106,白源,女,1.69,2006-11-05,西 24 舍 118
19669677,朱宇军,男,1.78,2007-03-11,西 14 舍 204
43938388,黄社,男,1.7,2005-09-14,西 5 舍 830
34127092,王姝钰,女,1.64,2004-07-13,西 22 舍 608
18313505,雷韩,男,1.63,2005-02-23,东 8 舍 608
24903038,孔泰骞,男,1.77,2007-01-28,西 18 舍 428
21251263,黄瑞若,男,1.66,2006-04-20,东 5 舍 229
45372308,侯锋玮,男,1.73,2003-05-18,东 21 舍 217
13701037,王依梅,女,1.65,2004-10-26,东 2 舍 421
26857882,罗毓,女,1.59,2005-05-20,西 13 舍 316
28850362,李雅妙,女,1.63,2003-04-21,东 23 舍 826
22863381,田昭美,女,1.58,2004-07-16,西 8 舍 616
16565576,刘思,女,1.6,2006-07-31,西 16 舍 625
35107683,任忠,男,1.79,2005-08-13,东 6 舍 112
37072211,李承文,男,1.68,2004-10-31,东 15 舍 502
41632744,桂楚悦,女,1.67,2003-04-21,东 15 舍 428
48973988,任雁楚,女,1.59,2003-06-22,西 15 舍 623
34504431,盛浦宇,男,1.89,2005-04-29,东 16 舍 820
17698710,陈昭美,女,1.63,2003-01-29,西 13 舍 729
28874742,张炫灿,男,1.81,2006-04-11,西 14 舍 729
13735718,杨璇兰,女,1.66,2002-10-17,西 5 舍 719
34677996,叶海,男,1.9,2002-11-29,东 17 舍 319
